repository,pr,ga,v_old,v_new,update_type,statically_compatible,dynamically_compatible,err
hbelmiro/100DaysOfJava,110,org.awaitility:awaitility,4.2.0,4.2.1,patch,True,False,no_resolve
hbelmiro/100DaysOfJava,106,com.github.tomakehurst:wiremock-jre8,2.35.1,2.35.2,patch,True,False,no_maven
hbelmiro/100DaysOfJava,102,org.assertj:assertj-core,3.25.2,3.25.3,patch,True,False,
hbelmiro/100DaysOfJava,101,org.junit.platform:junit-platform-commons,1.10.1,1.10.2,patch,True,,NO_TAG
hbelmiro/100DaysOfJava,97,org.assertj:assertj-core,3.25.1,3.25.2,patch,True,False,
hbelmiro/100DaysOfJava,92,net.datafaker:datafaker,2.0.2,2.1.0,minor,False,,
hbelmiro/100DaysOfJava,91,org.assertj:assertj-core,3.25.0,3.25.1,patch,False,,
hbelmiro/100DaysOfJava,90,org.assertj:assertj-core,3.24.2,3.25.0,minor,False,,
hbelmiro/100DaysOfJava,69,org.jboss.weld.se:weld-se-shaded,5.1.1.Final,5.1.2.Final,patch,False,,
hbelmiro/100DaysOfJava,67,net.datafaker:datafaker,2.0.1,2.0.2,patch,False,,
hbelmiro/100DaysOfJava,65,org.projectlombok:lombok,1.18.28,1.18.30,patch,True,False,no_maven
hbelmiro/100DaysOfJava,58,com.github.tomakehurst:wiremock-jre8,2.35.0,2.35.1,patch,False,,
hbelmiro/100DaysOfJava,55,info.picocli:picocli,4.7.4,4.7.5,patch,True,False,no_compile
hbelmiro/100DaysOfJava,49,org.openjdk.jmh:jmh-generator-annprocess,1.36,1.37,minor,True,False,no_test
hbelmiro/100DaysOfJava,47,org.openjdk.jmh:jmh-core,1.36,1.37,minor,False,,
kspalaiologos/kamilalisp,74,org.apache.commons:commons-compress,1.24.0,1.25.0,minor,False,,
kspalaiologos/kamilalisp,73,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,True,,NO_GITHUB
kspalaiologos/kamilalisp,72,org.jline:jline-reader,3.24.0,3.24.1,patch,True,False,no_compile
kspalaiologos/kamilalisp,71,org.junit.jupiter:junit-jupiter-engine,5.10.0,5.10.1,patch,True,False,no_maven
kspalaiologos/kamilalisp,70,org.junit.jupiter:junit-jupiter-api,5.10.0,5.10.1,patch,True,False,no_maven
kspalaiologos/kamilalisp,69,org.jline:jline-terminal,3.24.0,3.24.1,patch,True,False,no_compile
kspalaiologos/kamilalisp,68,org.jline:jline-reader,3.23.0,3.24.0,minor,True,False,no_compile
kspalaiologos/kamilalisp,67,org.jline:jline-terminal,3.23.0,3.24.0,minor,False,,
kspalaiologos/kamilalisp,66,org.apache.commons:commons-text,1.10.0,1.11.0,minor,True,,NO_GITHUB
kspalaiologos/kamilalisp,65,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
kspalaiologos/kamilalisp,64,com.formdev:flatlaf,3.2.2,3.2.5,patch,True,False,no_maven
kspalaiologos/kamilalisp,63,io.undertow:undertow-websockets-jsr,2.3.9.Final,2.3.10.Final,patch,True,False,no_test
kspalaiologos/kamilalisp,62,io.undertow:undertow-core,2.3.8.Final,2.3.10.Final,patch,True,False,no_test
kspalaiologos/kamilalisp,61,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,True,False,no_test
kspalaiologos/kamilalisp,60,com.google.guava:guava,32.1.2-jre,32.1.3-jre,patch,True,False,no_test
kspalaiologos/kamilalisp,59,com.guardsquare:proguard-base,7.3.2,7.4.0,minor,False,,
kspalaiologos/kamilalisp,58,com.formdev:flatlaf,3.2.1,3.2.2,patch,True,False,no_maven
kspalaiologos/kamilalisp,57,io.undertow:undertow-websockets-jsr,2.3.8.Final,2.3.9.Final,patch,True,False,no_test
kspalaiologos/kamilalisp,56,rocks.palaiologos:maja,0.2.2,0.2.4,patch,False,,
kspalaiologos/kamilalisp,55,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,True,,NO_GITHUB
kspalaiologos/kamilalisp,54,com.formdev:flatlaf,3.2,3.2.1,patch,True,False,no_maven
kspalaiologos/kamilalisp,53,org.antlr:antlr4-maven-plugin,4.13.0,4.13.1,patch,True,False,no_test
kspalaiologos/kamilalisp,52,org.apache.commons:commons-compress,1.23.0,1.24.0,minor,True,,NO_GITHUB
kspalaiologos/kamilalisp,51,org.antlr:antlr4-runtime,4.13.0,4.13.1,patch,True,False,no_test
kspalaiologos/kamilalisp,49,com.guardsquare:proguard-core,9.0.10,9.1.0,minor,False,,
kspalaiologos/kamilalisp,47,io.undertow:undertow-core,2.3.7.Final,2.3.8.Final,patch,True,False,no_test
kspalaiologos/kamilalisp,46,io.undertow:undertow-websockets-jsr,2.3.7.Final,2.3.8.Final,patch,True,False,no_test
kspalaiologos/kamilalisp,45,com.formdev:flatlaf,3.1.1,3.2,minor,False,,
kspalaiologos/kamilalisp,44,rocks.palaiologos:maja,0.2.0-beta3,0.2.2,patch,False,,
kspalaiologos/kamilalisp,43,com.google.guava:guava,32.1.1-jre,32.1.2-jre,patch,True,False,no_test
kspalaiologos/kamilalisp,42,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,False,,
kspalaiologos/kamilalisp,41,org.junit.jupiter:junit-jupiter-api,5.9.3,5.10.0,minor,False,,
kspalaiologos/kamilalisp,40,org.junit.jupiter:junit-jupiter-engine,5.9.3,5.10.0,minor,False,,
sventorben/keycloak-restrict-client-auth,279,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,True,,NO_GITHUB
sventorben/keycloak-restrict-client-auth,278,org.apache.maven.plugins:maven-jar-plugin,3.4.0,3.4.1,patch,True,,NO_GITHUB
sventorben/keycloak-restrict-client-auth,262,org.testcontainers:junit-jupiter,1.19.6,1.19.7,patch,True,False,no_maven
sventorben/keycloak-restrict-client-auth,253,org.testcontainers:junit-jupiter,1.19.5,1.19.6,patch,True,False,no_maven
sventorben/keycloak-restrict-client-auth,249,org.testcontainers:junit-jupiter,1.19.4,1.19.5,patch,True,False,no_maven
sventorben/keycloak-restrict-client-auth,247,org.junit:junit-bom,5.10.1,5.10.2,patch,False,,no_jar
sventorben/keycloak-restrict-client-auth,246,org.assertj:assertj-core,3.25.2,3.25.3,patch,True,False,
sventorben/keycloak-restrict-client-auth,242,org.testcontainers:junit-jupiter,1.19.3,1.19.4,patch,True,False,no_maven
sventorben/keycloak-restrict-client-auth,237,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
sventorben/keycloak-restrict-client-auth,236,org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
sventorben/keycloak-restrict-client-auth,234,org.assertj:assertj-core,3.25.0,3.25.1,patch,False,,
sventorben/keycloak-restrict-client-auth,232,org.assertj:assertj-core,3.24.2,3.25.0,minor,False,,
sventorben/keycloak-restrict-client-auth,225,org.apache.maven.plugins:maven-failsafe-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
sventorben/keycloak-restrict-client-auth,217,org.testcontainers:junit-jupiter,1.19.2,1.19.3,patch,True,False,no_maven
sventorben/keycloak-restrict-client-auth,215,org.testcontainers:junit-jupiter,1.19.1,1.19.2,patch,True,False,no_maven
sventorben/keycloak-restrict-client-auth,214,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,True,,NO_GITHUB
sventorben/keycloak-restrict-client-auth,213,org.apache.maven.plugins:maven-failsafe-plugin,3.2.1,3.2.2,patch,True,,NO_GITHUB
sventorben/keycloak-restrict-client-auth,212,org.junit:junit-bom,5.10.0,5.10.1,patch,False,,no_jar
sventorben/keycloak-restrict-client-auth,209,org.apache.logging.log4j:log4j-core,2.21.0,2.21.1,patch,True,,NO_GITHUB
sventorben/keycloak-restrict-client-auth,208,org.apache.maven.plugins:maven-failsafe-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
sventorben/keycloak-restrict-client-auth,207,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
sventorben/keycloak-restrict-client-auth,205,org.apache.logging.log4j:log4j-core,2.20.0,2.21.0,minor,True,,
sventorben/keycloak-restrict-client-auth,200,org.testcontainers:junit-jupiter,1.19.0,1.19.1,patch,True,False,no_maven
sventorben/keycloak-restrict-client-auth,190,org.testcontainers:junit-jupiter,1.18.3,1.19.0,minor,True,False,no_maven
sventorben/keycloak-restrict-client-auth,188,org.junit:junit-bom,5.9.3,5.10.0,minor,False,,no_jar
GoogleCloudPlatform/jit-access,387,com.google.apis:google-api-services-admin-directory,directory_v1-rev20240429-2.0.0,directory_v1-rev20240507-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,382,com.google.apis:google-api-services-cloudidentity,v1-rev20240312-2.0.0,v1-rev20240507-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,381,com.google.apis:google-api-services-pubsub,v1-rev20240319-2.0.0,v1-rev20240430-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,368,com.google.apis:google-api-services-admin-directory,directory_v1-rev20240304-2.0.0,directory_v1-rev20240429-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,367,com.google.apis:google-api-services-secretmanager,v1-rev20240314-2.0.0,v1-rev20240424-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,362,com.google.apis:google-api-services-cloudasset,v1-rev20240217-2.0.0,v1-rev20240412-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,356,com.google.apis:google-api-services-pubsub,v1-rev20240220-2.0.0,v1-rev20240319-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,347,dev.cel:cel,0.4.0,0.4.1,patch,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,332,com.google.apis:google-api-services-secretmanager,v1-rev20240309-2.0.0,v1-rev20240314-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,328,com.google.apis:google-api-services-cloudidentity,v1-rev20240206-2.0.0,v1-rev20240312-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,327,com.google.apis:google-api-services-secretmanager,v1-rev20240126-2.0.0,v1-rev20240309-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,326,com.google.apis:google-api-services-cloudresourcemanager,v3-rev20240303-2.0.0,v3-rev20240310-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,325,com.google.apis:google-api-services-iamcredentials,v1-rev20211203-2.0.0,v1-rev20240227-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,323,dev.cel:cel,0.3.1,0.4.0,minor,False,,
GoogleCloudPlatform/jit-access,319,com.google.apis:google-api-services-admin-directory,directory_v1-rev20240227-2.0.0,directory_v1-rev20240304-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,314,com.google.apis:google-api-services-cloudresourcemanager,v3-rev20240128-2.0.0,v3-rev20240303-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,305,org.mockito:mockito-core,5.10.0,5.11.0,minor,True,False,no_maven
GoogleCloudPlatform/jit-access,304,dev.cel:cel,0.3.0,0.3.1,patch,False,,
GoogleCloudPlatform/jit-access,301,com.google.apis:google-api-services-admin-directory,directory_v1-rev20240220-2.0.0,directory_v1-rev20240227-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,300,com.google.apis:google-api-services-pubsub,v1-rev20240208-2.0.0,v1-rev20240220-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,285,com.google.apis:google-api-services-admin-directory,directory_v1-rev20240102-2.0.0,directory_v1-rev20240220-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,282,com.google.apis:google-api-services-cloudasset,v1-rev20240126-2.0.0,v1-rev20240217-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,274,com.google.auth:google-auth-library-oauth2-http,1.22.0,1.23.0,minor,True,False,no_test
GoogleCloudPlatform/jit-access,273,com.google.apis:google-api-services-pubsub,v1-rev20240126-2.0.0,v1-rev20240208-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,268,com.google.apis:google-api-services-secretmanager,v1-rev20230804-2.0.0,v1-rev20240126-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,267,org.mockito:mockito-core,5.8.0,5.10.0,minor,False,,
GoogleCloudPlatform/jit-access,266,com.google.apis:google-api-services-cloudresourcemanager,v3-rev20231022-2.0.0,v3-rev20240128-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,264,com.google.apis:google-api-services-cloudasset,v1-rev20240119-2.0.0,v1-rev20240126-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,261,com.google.apis:google-api-services-pubsub,v1-rev20231104-2.0.0,v1-rev20240126-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,260,com.google.apis:google-api-services-cloudasset,v1-rev20231201-2.0.0,v1-rev20240119-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,256,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,254,com.google.auth:google-auth-library-oauth2-http,1.20.0,1.22.0,minor,True,False,no_test
GoogleCloudPlatform/jit-access,216,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,212,com.google.apis:google-api-services-cloudasset,v1-rev20231111-2.0.0,v1-rev20231201-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,210,com.google.apis:google-api-services-pubsub,v1-rev20230830-2.0.0,v1-rev20231104-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,208,org.mockito:mockito-core,5.7.0,5.8.0,minor,True,False,no_maven
GoogleCloudPlatform/jit-access,206,com.google.apis:google-api-services-cloudasset,v1-rev20231103-2.0.0,v1-rev20231111-2.0.0,major,False,,
GoogleCloudPlatform/jit-access,197,com.google.apis:google-api-services-cloudasset,v1-rev20231013-2.0.0,v1-rev20231103-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,192,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,190,org.mockito:mockito-core,5.6.0,5.7.0,minor,False,,
GoogleCloudPlatform/jit-access,184,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,183,com.google.apis:google-api-services-cloudresourcemanager,v3-rev20230806-2.0.0,v3-rev20231022-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,178,com.google.apis:google-api-services-cloudasset,v1-rev20230922-2.0.0,v1-rev20231013-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,171,org.mockito:mockito-core,5.5.0,5.6.0,minor,True,False,no_maven
GoogleCloudPlatform/jit-access,168,com.google.auth:google-auth-library-oauth2-http,1.19.0,1.20.0,minor,True,False,no_test
GoogleCloudPlatform/jit-access,166,com.google.apis:google-api-services-cloudasset,v1-rev20230908-2.0.0,v1-rev20230922-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,157,com.google.apis:google-api-services-cloudasset,v1-rev20230902-2.0.0,v1-rev20230908-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,147,com.google.apis:google-api-services-cloudasset,v1-rev20230805-2.0.0,v1-rev20230902-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,140,org.mockito:mockito-core,5.4.0,5.5.0,minor,True,False,no_maven
GoogleCloudPlatform/jit-access,133,com.google.apis:google-api-services-secretmanager,v1-rev20230421-2.0.0,v1-rev20230804-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,131,com.google.apis:google-api-services-cloudasset,v1-rev20230609-2.0.0,v1-rev20230805-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,128,com.google.apis:google-api-services-cloudresourcemanager,v3-rev20230507-2.0.0,v3-rev20230806-2.0.0,major,True,,NO_GITHUB
GoogleCloudPlatform/jit-access,125,com.google.errorprone:error_prone_core,2.20.0,2.21.1,minor,False,,
sventorben/keycloak-home-idp-discovery,357,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,356,com.github.dasniko:testcontainers-keycloak,3.3.0,3.3.1,patch,True,False,no_test
sventorben/keycloak-home-idp-discovery,352,org.apache.maven.plugins:maven-jar-plugin,3.4.0,3.4.1,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,347,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.0,minor,False,,
sventorben/keycloak-home-idp-discovery,344,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,338,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,True,True,
sventorben/keycloak-home-idp-discovery,335,org.apache.logging.log4j:log4j-core,2.23.0,2.23.1,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,332,com.github.dasniko:testcontainers-keycloak,3.2.0,3.3.0,minor,True,False,no_test
sventorben/keycloak-home-idp-discovery,320,org.assertj:assertj-core,3.25.2,3.25.3,patch,True,False,
sventorben/keycloak-home-idp-discovery,319,org.junit:junit-bom,5.10.1,5.10.2,patch,False,,no_jar
sventorben/keycloak-home-idp-discovery,311,org.assertj:assertj-core,3.25.1,3.25.2,patch,True,False,
sventorben/keycloak-home-idp-discovery,306,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,305,org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,301,org.assertj:assertj-core,3.25.0,3.25.1,patch,False,,
sventorben/keycloak-home-idp-discovery,297,org.assertj:assertj-core,3.24.2,3.25.0,minor,False,,
sventorben/keycloak-home-idp-discovery,296,org.apache.logging.log4j:log4j-core,2.22.0,2.22.1,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,295,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,True,True,
sventorben/keycloak-home-idp-discovery,294,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,True,True,
sventorben/keycloak-home-idp-discovery,288,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,287,org.apache.maven.plugins:maven-failsafe-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,277,com.github.dasniko:testcontainers-keycloak,3.1.0,3.2.0,minor,True,False,no_test
sventorben/keycloak-home-idp-discovery,273,org.apache.logging.log4j:log4j-core,2.21.1,2.22.0,minor,False,,
sventorben/keycloak-home-idp-discovery,270,org.apache.maven.plugins:maven-failsafe-plugin,3.2.1,3.2.2,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,269,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,268,org.junit:junit-bom,5.10.0,5.10.1,patch,False,,no_jar
sventorben/keycloak-home-idp-discovery,267,com.github.dasniko:testcontainers-keycloak,3.0.0,3.1.0,minor,True,False,no_test
sventorben/keycloak-home-idp-discovery,259,org.apache.logging.log4j:log4j-core,2.21.0,2.21.1,patch,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,257,org.apache.maven.plugins:maven-failsafe-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,256,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
sventorben/keycloak-home-idp-discovery,253,org.apache.logging.log4j:log4j-core,2.20.0,2.21.0,minor,True,,
sventorben/keycloak-home-idp-discovery,222,org.junit:junit-bom,5.9.3,5.10.0,minor,False,,no_jar
apache/maven-wrapper,136,org.apache.maven.resolver:maven-resolver-api,1.9.18,1.9.20,patch,True,,NO_GITHUB
apache/maven-wrapper,124,commons-io:commons-io,2.16.0,2.16.1,patch,True,,NO_GITHUB
apache/maven-wrapper,123,org.codehaus.plexus:plexus-archiver,4.9.1,4.9.2,patch,True,True,
apache/maven-wrapper,122,org.junit.jupiter:junit-jupiter-api,5.10.1,5.10.2,patch,True,False,no_maven
apache/maven-wrapper,118,org.junit:junit-bom,5.10.1,5.10.2,patch,False,,no_jar
apache/maven-wrapper,116,org.codehaus.plexus:plexus-io,3.4.1,3.4.2,patch,True,False,no_test
apache/maven-wrapper,115,org.codehaus.plexus:plexus-archiver,4.8.0,4.9.1,minor,True,False,no_test
apache/maven-wrapper,113,org.apache.maven.shared:maven-shared-utils,3.3.4,3.4.2,minor,False,,
apache/maven-wrapper,111,org.junit:junit-bom,5.10.0,5.10.1,patch,False,,no_jar
apache/maven-wrapper,109,org.codehaus.mojo:mrm-maven-plugin,1.5.0,1.6.0,minor,False,,
apache/maven-wrapper,105,org.codehaus.plexus:plexus-archiver,4.6.2,4.8.0,minor,False,,
apache/maven-wrapper,103,org.junit:junit-bom,5.9.2,5.10.0,minor,False,,no_jar
turkraft/springfilter,379,org.apache.maven.plugins:maven-shade-plugin,3.5.2,3.5.3,patch,True,,NO_GITHUB
turkraft/springfilter,377,org.springframework.boot:spring-boot-dependencies,3.2.4,3.2.5,patch,False,,no_jar
turkraft/springfilter,376,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.4,patch,True,,NO_GITHUB
turkraft/springfilter,373,org.springframework.boot:spring-boot-dependencies,3.2.3,3.2.4,patch,False,,no_jar
turkraft/springfilter,371,org.apache.maven.plugins:maven-gpg-plugin,3.0.1,3.2.2,minor,False,,
turkraft/springfilter,366,org.apache.maven.plugins:maven-shade-plugin,3.5.1,3.5.2,patch,True,,NO_GITHUB
turkraft/springfilter,364,org.springframework.boot:spring-boot-dependencies,3.2.2,3.2.3,patch,False,,no_jar
turkraft/springfilter,362,org.springframework.boot:spring-boot-dependencies,3.2.1,3.2.2,patch,False,,no_jar
turkraft/springfilter,361,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
turkraft/springfilter,359,org.codehaus.mojo:flatten-maven-plugin,1.5.0,1.6.0,minor,False,,
turkraft/springfilter,354,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,False,,
turkraft/springfilter,353,org.springframework.boot:spring-boot-dependencies,3.2.0,3.2.1,patch,False,,no_jar
turkraft/springfilter,352,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.3,patch,True,,NO_GITHUB
turkraft/springfilter,350,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,False,,
turkraft/springfilter,348,org.springframework.boot:spring-boot-dependencies,3.1.5,3.2.0,minor,False,,no_jar
turkraft/springfilter,347,de.flapdoodle.embed:de.flapdoodle.embed.mongo.spring30x,4.9.3,4.11.0,minor,False,,
turkraft/springfilter,343,org.apache.maven.plugins:maven-source-plugin,3.2.1,3.3.0,minor,False,,
turkraft/springfilter,342,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,True,,NO_GITHUB
turkraft/springfilter,341,org.springframework.boot:spring-boot-dependencies,3.1.4,3.1.5,patch,False,,no_jar
turkraft/springfilter,339,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
turkraft/springfilter,333,org.springframework.boot:spring-boot-dependencies,3.1.3,3.1.4,patch,False,,no_jar
turkraft/springfilter,332,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,True,,NO_GITHUB
turkraft/springfilter,331,de.flapdoodle.embed:de.flapdoodle.embed.mongo.spring30x,4.9.2,4.9.3,patch,False,,
turkraft/springfilter,321,org.apache.maven.plugins:maven-shade-plugin,3.4.1,3.5.0,minor,False,,
turkraft/springfilter,320,org.apache.maven.plugins:maven-surefire-plugin,3.0.0-M8,3.1.2,minor,False,,
turkraft/springfilter,318,de.flapdoodle.embed:de.flapdoodle.embed.mongo.spring30x,4.6.2,4.9.2,minor,True,False,no_compile
turkraft/springfilter,317,org.springframework.boot:spring-boot-dependencies,3.1.2,3.1.3,patch,False,,no_jar
turkraft/springfilter,310,org.springframework.boot:spring-boot-dependencies,3.0.6,3.1.2,minor,False,,no_jar
aws-containers/retail-store-sample-app,522,org.springframework.boot:spring-boot-starter-parent,3.2.4,3.2.5,patch,False,,no_jar
aws-containers/retail-store-sample-app,471,org.springframework.boot:spring-boot-starter-parent,3.2.2,3.2.3,patch,False,,no_jar
aws-containers/retail-store-sample-app,449,software.amazon.awssdk:bom,2.22.9,2.23.15,minor,False,,no_jar
aws-containers/retail-store-sample-app,410,org.springframework.boot:spring-boot-starter-parent,3.2.0,3.2.1,patch,False,,no_jar
aws-containers/retail-store-sample-app,380,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
aws-containers/retail-store-sample-app,366,org.springframework.boot:spring-boot-starter-parent,3.1.4,3.1.5,patch,False,,no_jar
aws-containers/retail-store-sample-app,348,org.springframework.boot:spring-boot-starter-parent,3.1.3,3.1.4,patch,False,,no_jar
aws-containers/retail-store-sample-app,336,org.springframework.boot:spring-boot-starter-parent,3.1.2,3.1.3,patch,False,,no_jar
aws-containers/retail-store-sample-app,330,org.springframework.boot:spring-boot-starter-parent,3.1.2,3.1.3,patch,False,,no_jar
aws-containers/retail-store-sample-app,306,org.springframework.boot:spring-boot-starter-parent,3.1.1,3.1.2,patch,False,,no_jar
quarkiverse/quarkus-fx,48,org.openjfx:javafx-fxml,21.0.2,21.0.3,patch,True,,NO_TAG
quarkiverse/quarkus-fx,28,io.quarkiverse:quarkiverse-parent,15,16,major,False,,no_jar
quarkiverse/quarkus-fx,16,org.openjfx:javafx-fxml,17.0.10,21.0.2,major,True,,NO_TAG
brenoepics/at4j,89,com.fasterxml.jackson.core:jackson-databind,2.17.0,2.17.1,patch,True,True,
brenoepics/at4j,87,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.4,minor,False,,
brenoepics/at4j,86,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.1,minor,False,,
brenoepics/at4j,84,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
brenoepics/at4j,83,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,True,False,no_test
brenoepics/at4j,80,com.fasterxml.jackson.core:jackson-databind,2.16.2,2.17.0,minor,False,,
brenoepics/at4j,77,org.apache.logging.log4j:log4j-api,2.23.0,2.23.1,patch,True,,NO_GITHUB
brenoepics/at4j,76,com.fasterxml.jackson.core:jackson-databind,2.16.1,2.16.2,patch,True,True,
brenoepics/at4j,74,org.sonatype.central:central-publishing-maven-plugin,0.3.1,0.4.0,minor,True,,NO_GITHUB
brenoepics/at4j,73,org.mockito:mockito-core,5.10.0,5.11.0,minor,True,False,no_maven
brenoepics/at4j,70,org.apache.logging.log4j:log4j-api,2.22.1,2.23.0,minor,False,,
brenoepics/at4j,69,org.sonatype.central:central-publishing-maven-plugin,0.3.0,0.3.1,patch,True,,NO_GITHUB
brenoepics/at4j,64,org.junit.jupiter:junit-jupiter,5.10.1,5.10.2,patch,True,False,no_maven
